id,pos,name
148726005,"(-0.5413591,50.9398921)",The Labouring Man
148756771,"(-0.046964,51.5227699)",The Horn of Plenty
148782410,"(-0.1467405,51.4889866)",The White Ferry
148786033,"(-0.1507295,51.4937011)",The Thomas Cubitt
148848757,"(-5.893819,54.5558868)",Four Winds
148975137,"(-1.4756816,52.4193267)",The Grange
149043228,"(0.0141882,51.4112778)",The Farwig
149043428,"(0.0103088,51.4109297)",The Beech Tree
149227496,"(-0.4878368,54.247849)",Denison Arms
149433644,"(-1.7530435,52.4678882)",Marston Green Tavern
149678100,"(0.6424814,51.0415279)",The Ewe and Lamb
149678460,"(0.5626139,51.1090245)",Bull Inn
150433758,"(-1.8793068,52.7782011)",Bull and Spectacles
150433760,"(-1.9273956,52.769373)",The Yorkshireman
150532673,"(-5.8410139,54.641117)",Dirty Duck
150579865,"(-0.5119586,53.878608)",Light Dragoon
150609647,"(-0.0424024,51.4336926)",Prince Of Wales
150797652,"(-1.3268308,51.4037747)",The Lion
151012099,"(-3.9564578,51.6141293)",The Robin Hood
151014551,"(-1.5393689,51.7993343)",The Old Swan
151017678,"(-1.6397967,52.8059945)",The Roebuck Inn (The Burton Ale House)
151023942,"(-0.4356134,51.4876555)",The Red Lion
151023943,"(-0.4352889,51.4900528)",The White Hart
151024491,"(-0.4128077,51.4978282)",The Crane
151032429,"(-0.5352627,53.8953088)",The Pipe and Glass Inn
151235706,"(-0.2913776,52.5767482)",Coopers
151338040,"(-1.6493082,52.8087508)",Star & Garter
151352247,"(-1.645255,52.809182)",Burton Old Cottage Tavern
151359388,"(-1.6430616,52.8105324)",The Ram's Head
151406549,"(-1.5594777,53.7999774)",The Fox and Newt
152294598,"(-2.9000736,53.4063494)",The Rocket
152881250,"(-3.0051773,53.3533285)",The Wellington
152999033,"(-2.2349678,51.5108547)",The Salutation Inn
153023400,"(-3.0044907,53.3517301)",Rose and Crown
153279192,"(-1.0809373,50.7873356)",The Wine Vaults
153329585,"(-1.092746,50.7969647)",Isambard Kingdom Brunel
153401169,"(-2.1543277,51.5359594)",The Star Inn
153620231,"(-0.1932923,51.3618835)",The Moon on the Hill
153767795,"(-1.5789641,53.8228025)",Arcadia
153772478,"(-1.2266922,52.0979749)",The Three Conies
154131451,"(-0.9302117,51.2179163)",The Four Horseshoes
154835281,"(-3.9989519,51.5757493)",The White Rose
154836942,"(-3.9987555,51.575465)",Nag's Head
154840464,"(-3.9934683,51.5726324)",The Antelope
154914789,"(-2.2359315,53.801519)",Duke of York
155104069,"(-0.3221248,51.0604888)",Queen's Head
155136368,"(-1.0763567,50.7917562)","Red, White and Blue"
155806780,"(0.6081626,51.1191728)",Three Chimneys
156542830,"(-1.2543214,51.7550797)",King's Arms
156704786,"(-0.197695,51.5250194)",The Red Squirrel
156877487,"(-2.449842,51.5739569)",Rose and Crown
156877684,"(-0.6214717,52.6210177)",The Fox & Hounds
156877692,"(-0.61859,52.6193183)",The Horse & Panniers
157024105,"(-3.2713528,54.3962849)",Brook House Inn
157176112,"(-1.4490597,50.9405392)",The Mountbatten
157404177,"(-0.6838407,51.5881753)",The Red Lion
157439171,"(-0.6830425,51.5873914)",The Queen and Albert
157502482,"(-2.9859849,53.4111549)",Borough Hotel
157624988,"(-1.9248794,52.7481808)",The Miners Arms
157680753,"(-2.992546,53.323986)",The Dibbinsdale
158552343,"(0.5235911,51.3519449)",Poacher's Pocket
158697593,"(-0.6491444,53.8763313)",Goodmanham Arms
158697596,"(-0.6646578,53.8638292)",Red Lion
158753668,"(-0.4262366,51.4370453)",The Sawyer Arms
158760631,"(-0.4036427,51.4584001)",The Crown and Sceptre
158807478,"(-3.9459166,51.6186013)",Quadrant Gate
158817696,"(0.9948833,52.3373874)",The White Horse
158822738,"(0.523744,51.3872269)",The Command House
158856441,"(-1.5335791,52.2864946)",Robbins' Well
159088090,"(-1.4651857,53.3740998)",The Royal Standard
159221383,"(0.541586,51.3873406)",The Falcon Inn
159221498,"(0.5430526,51.3865813)",The Will Adams
159236485,"(0.5488706,51.3865656)",The Britannia
159258518,"(0.5492689,51.3867723)",Southern Belle
159275959,"(0.5034502,51.3899865)",The Jolly Knight
159275982,"(0.5052187,51.3882254)",The Two Brewers
159275993,"(0.5055019,51.3877702)",Eagle Tavern
159276000,"(0.5067963,51.3866094)",The Golden Lion
159276004,"(0.507085,51.3863186)",Queen Charlotte
159276024,"(0.5071957,51.3860587)",Enigma
160274713,"(-0.033768,51.524591)",Wentworth Arms
160548974,"(-0.0309851,51.5278869)",The Morgan Arms
160562324,"(-0.0336393,51.5282809)",The Lord Tredegar
161863347,"(-1.8796105,52.4749998)",Wagon and Horses
161863997,"(-1.8816758,52.4742678)",The Rainbow
162115083,"(-4.0930144,51.5722079)",Southgate Country Club
162711637,"(-1.6153559,54.9714082)",Rose & Crown
163445629,"(-1.5006236,53.3951063)",Palm Tree Inn
163450172,"(-1.5055749,53.3941594)",Walkley Cottage
163456135,"(-1.4880125,53.3834468)",Star And Garter
163543802,"(-1.4854637,53.3894248)",The Office
164011259,"(-4.3440246,55.7850339)",The Osprey
164551650,"(-0.2183926,51.4646004)",Jolly Gardeners
164967689,"(-0.2901072,51.0794034)",The Norfolk Arms
166069073,"(-4.0823543,52.4142733)",Cambrian Hotel
166069393,"(-4.0817802,52.4145007)",Vale of Rheidol
166069977,"(-4.0811576,52.4165546)",Scholars
166074466,"(-4.0842371,52.4205248)",The Glengower Hotel
166585070,"(-0.310865,51.4823412)",Six Bells
166612953,"(-0.4785802,51.4571449)",The Five Bells
166612962,"(-0.4766612,51.4602835)",The Rising Sun
166616836,"(-1.4808645,52.4178953)",The Rose and Woodbine
166729125,"(-1.6380214,52.8053587)",Devonshire Arms
166729307,"(-1.6377677,52.8047746)",Coopers Tavern
166967411,"(-0.1548897,51.5425434)",The Pembroke
166992399,"(-0.1593776,50.8527347)",The Sportsman
167178156,"(-0.0624006,51.5032712)",The Town of Ramsgate
167182025,"(-0.0578601,51.5033406)",Captain Kidd
167257459,"(-0.078294,51.5273217)",The Old Shoreditch Station
167258218,"(-0.0816497,51.527454)",Bluu
168555388,"(-1.5790377,54.7760473)",The Fighting Cocks
168555407,"(-1.5978225,54.7766117)",The Lodge
168672849,"(-0.5689112,53.740405)",Half Moon
168685665,"(-2.5141477,53.2614944)",The Old Crown
169140424,"(-0.1743309,51.4500913)",The County Arms
169140546,"(-0.1654356,51.4461541)",The Hope
169352590,"(-0.1366734,51.4991403)",The Buckingham Arms
169368767,"(-0.1374728,51.4987718)",Zander Bar
169384510,"(-0.1395286,51.4985775)",The Colonies
169388909,"(-0.1421248,51.498713)",The Phoenix
169440015,"(-0.140349,51.4985776)",Cask & Glass
169460824,"(-2.5319488,53.2925062)",The Spinner and Bergamot
190396731,"(-1.0683882,52.6402022)",The Mayflower
169460998,"(-2.5169174,53.2963907)",The Cock o' Budworth
169461056,"(-2.5051252,53.2937728)",George and Dragon PH
169461411,"(-2.5286401,53.2961072)",The Drum and Monkey
169551075,"(-2.5321096,53.2737211)",Stanley Arms PH
169857415,"(-1.1526525,52.9493263)",Ye Olde Trip to Jerusalem
170459531,"(-1.1773243,52.9437097)",The Red Cow
170638610,"(-1.1483865,52.9485603)",Fellows Morton and Clayton
170679749,"(-1.183525,52.9475904)",Rose & Crown
171857384,"(-0.0257322,51.4763484)",The Deptford Arms
172985055,"(-0.2475523,52.5759456)",The Brewery Tap
173051601,"(-2.9079227,53.4149055)",The Black Horse
173093395,"(-1.8044641,52.8069204)",The Meynell
173327822,"(-1.9027701,51.1318618)",Pelican Inn
173336991,"(-2.55983,51.4784197)",Merchants Arms - Hungry Horse
173365655,"(-1.1212963,51.9522168)",The Butchers Arms
173393045,"(-0.2151762,51.5263531)",Western Arms
173393132,"(-0.2014159,51.5227632)",The Union Tavern
173393140,"(-0.2007096,51.5206421)",The Metropolitan
173393189,"(-0.1975158,51.5154076)",The Cock and Bottle
173456911,"(-0.4047586,51.4777073)",The Jolly Waggoners
173561892,"(-2.6294836,53.5621582)",The Cherry Gardens
173883747,"(-7.8044049,52.9521456)",The Bridge Bar
173984381,"(-1.3160462,54.5190214)",Myton House
174939700,"(-1.0766197,52.6469225)",The Humber Stone
175023572,"(-1.2557349,51.7515537)",The Bear
175167518,"(-1.2131975,52.9248462)",The Star Inn
175287447,"(-1.3164607,51.0002274)",Black Horse
175496158,"(-0.7868424,51.2915363)",The Crab and Anchor
175683866,"(-1.2556812,51.7546261)",White Horse
175684023,"(-0.1019468,51.5460243)",Hen and Chickens theatre & bar 
175707015,"(-1.2349056,51.7470254)",The Library
175707048,"(-1.2118792,51.7340673)",The Original Swan
175707084,"(-1.2159838,51.7325145)",Nelson
175707113,"(-1.217606,51.7322434)",William Morris
175707119,"(-1.2182722,51.7285008)",Nuffield Arms
176010998,"(-1.2000371,51.3569226)",The Ship
176620159,"(-2.3915629,53.3885224)",Axe and Cleaver
177368572,"(-2.502279,51.4870097)",The Foresters
177382280,"(-2.5093125,51.4810591)",The Staple Hill Oak
177383066,"(-2.5068848,51.4809361)",The Portcullis
177883698,"(-1.4829478,53.3869726)",White Hart
177914765,"(-1.486453,53.3883779)",The White Rails
178295877,"(-4.2455131,51.6162194)",The Brittania Inn
178295994,"(-4.2696845,51.6002225)",The King's Head
178340279,"(-2.4880277,51.4941458)",The Huntsman
178447932,"(-0.0555049,51.4193889)",Hollywood East
178448909,"(-0.0346656,51.4362614)",The Perry Hill
178624160,"(-2.5167564,51.4846724)",Downend Tavern
178648439,"(-2.5082588,51.4727229)",The Turnpike
178858471,"(-0.3738396,51.2791826)",The Old Crown
178858636,"(-0.3737108,51.278665)",The Royal Oak
178884202,"(-0.3683612,51.2816421)",The Anchor
178898733,"(-0.3241465,51.2677125)",The Running Horses
178898980,"(-0.3193821,51.2714995)",King William IV
178900009,"(-0.2997997,51.2478546)",The Smith and Western
178900521,"(-0.2776725,51.2543699)",The Tree on Box Hill
178903443,"(-0.3876677,51.2787572)",Windsor Castle
178903751,"(-0.4001582,51.2722502)",Sir Douglas Haig
178965308,"(0.508202,51.318107)",Lower Bell Inn
179723327,"(0.4832908,51.3293957)",Fleur de Lys
179726692,"(0.4784868,51.3330858)",The Windmill
179824962,"(0.47536,51.3314406)",The Golden Eagle
180338997,"(-1.530169,53.856308)",The Lord Darcy
180339012,"(-1.549967,53.8320546)",The True Briton
181067443,"(-1.5718902,50.8185347)",The Snakecatcher at Brockenhurst
181306823,"(-0.8764267,52.6004646)",Fox and Hounds
181307950,"(-0.8162009,52.6696161)",Fox and Hounds
181307963,"(-0.9035517,52.6438192)",Rose & Crown
181316957,"(-1.1681795,52.6504005)",Heathley Park
181316960,"(-1.1475058,52.6472568)",The Blackbird
181316964,"(-1.1188772,52.6459007)",Horse & Jockey
181316966,"(-1.1011353,52.6452719)",The Hastings
181327971,"(-0.201596,54.0869155)",The New Crown
181519064,"(-1.583039,53.8280153)",Woodies Ale House
181524451,"(-1.3058174,54.5164045)",The Beckfields
181933030,"(-0.209829,54.094239)",The Pack Horse
181933033,"(-0.2099226,54.0939455)",Nag's Head
181935865,"(-0.210918,54.0934349)",Ye Olde Star Inn
181937042,"(-0.187446,54.0847683)",The Greyhound
182814062,"(0.4858983,51.3732056)",White Horse
182843109,"(0.5038506,51.3845446)",Granville Arms
182982461,"(-0.1616711,51.1186854)",The Snooty Fox
183077155,"(-1.1134921,52.6469238)",The Marten Inn
183136962,"(-0.5810484,53.7292968)",The Ferry Inn
183136963,"(-0.5804005,53.728072)",The Buccaneer
183163305,"(0.5113637,51.3840689)",The Nags Head
183195145,"(-1.0887435,51.2601609)",Bounty Inn
183200687,"(-1.1831375,52.6934128)",Badger's Sett
183331085,"(0.514292,51.3835567)",North Forland
183331089,"(0.5148762,51.3835537)",The Ship Inn
183331092,"(0.5158206,51.3831818)",Britannia
183336689,"(0.5197242,51.383692)",Von Alten
183364959,"(0.5365113,51.4024762)",The Ship and Trades
183765912,"(-4.2122963,50.40869)",The Brunel Inn
185487275,"(-1.1902199,51.7597419)",The Ampleforth
186104808,"(-0.9692858,52.983548)",The Reindeer
186105433,"(-0.9709044,52.9808241)",The Royal Oak
186676483,"(-1.5659914,50.7904287)",Hobler Inn
186705263,"(-2.2329033,51.2982365)",Farmhouse Inn
186847699,"(-0.0884201,51.4368842)",The Alleyns Head
186953277,"(-0.1383701,50.962197)",The Kings Head
186953435,"(-0.1413174,50.9611518)",The Cricketeers
186953698,"(-0.1484161,50.9593851)",The Weald
186956807,"(0.6204254,51.3736521)",The Angel
187025480,"(0.6143481,51.3680402)",The Mackland Arms
187031831,"(0.6080889,51.3630867)",The Cricketers
187047838,"(-1.1365406,52.7262587)",King William IV
187047915,"(-1.1375454,52.728393)",Bull and Mouth
187047935,"(-1.1414141,52.7309366)",Swan Inn
187218211,"(0.5078904,51.2958252)",Malta Inn
187219493,"(-1.1367933,52.6281555)",Sir Robert Peel
187219522,"(-1.133214,52.626006)",The Victory
187287602,"(-0.8132579,53.7775212)",The Royal Oak
187425801,"(-0.1746099,51.3027748)",Ramblers Rest
190182594,"(0.5848549,51.3681723)",Hop and Vine
190198601,"(0.5913714,51.3711737)",The Dewdrop
190464397,"(-0.1393386,50.955471)",Brewers Arms
190474523,"(0.1838067,50.8909579)",The Golden Cross
190509190,"(0.1353379,50.9295876)",Black Lion Inn
190509509,"(-0.0939829,50.962112)",The Royal Oak
190669987,"(-2.7427474,50.948704)",The Prince of Wales
190702762,"(-2.7749012,50.8704862)",The Globe
190702764,"(-2.7788042,50.8749903)",Old Stagecoach Inn
190705556,"(-0.1175533,54.1219278)",The Flaneburg Hotel
190705561,"(-0.12264,54.1182961)",Rose and Crown
190733205,"(-1.9463984,52.7055642)",The Rag
191017090,"(-0.73763,52.146664)",Cowper's Oak
191722698,"(0.3937429,50.8299962)",The Star
192010206,"(-0.2896658,54.2117246)",The Station
192013443,"(-2.7868293,50.8805378)",The Railway Tavern
192049245,"(-2.795397,50.8847434)",The George Hotel
192049251,"(-2.7996045,50.8825557)",King William
192049254,"(-2.7958822,50.8851949)",Kings Arms
192049257,"(-2.794798,50.8850524)",The White Hart Inn
192049264,"(-2.7960809,50.8847446)",The Swan Inn
192058328,"(-1.7887867,53.5691832)",Elephant & Castle
192086972,"(-1.1398141,52.6216933)",The Half-Time Orange
192125003,"(0.5425606,51.3899754)",Marquis of Lorne
192125006,"(0.5427158,51.3904773)",Black Lion
192189528,"(-1.780448,53.5494177)",The Bay Horse
192192560,"(0.5510176,51.3893487)",The Rose Inn
192302185,"(-3.6110818,55.9759239)",The Black Bitch
192302202,"(-3.6116183,55.9759232)",West Port Hotel
192302206,"(-3.6082058,55.9759432)",The Lithgae Arms
192309890,"(-3.6057586,55.9761893)",Swan Tavern
192309893,"(-3.6050524,55.9761358)",Crown Arms
192312275,"(-2.077296,52.111216)",White Horse Hotel
192312298,"(-2.0734589,52.1088178)",Brandy Cask
192312301,"(-2.0735542,52.1090431)",Star Inn Hotel
192312306,"(-2.0743115,52.1094028)",Millers Arms
192329842,"(1.0044681,52.342213)",The Greyhound
192346997,"(-3.600071,55.9771111)",The Auld Hole in the Wall
192347005,"(-3.5996847,55.9768902)",The Four Marys
192356258,"(-3.5963402,55.9767086)",Star & Garter
192382195,"(-1.9490488,52.09167)",Ye Olde Red Horse
192382200,"(-1.9498251,52.0913523)",The Vauxhall Inn
192399971,"(-0.1405283,51.5509348)",Assembly Rooms
192399976,"(-0.1396355,51.5529728)",The Pineapple
192399980,"(-0.1328902,51.5502797)",The Torriano
192399984,"(-0.1294282,51.5471707)",Lord Stanley
192402868,"(-0.140453,51.5594389)",Lord Palmerston
192442044,"(1.1729443,51.0780301)",The Frenchman
192452047,"(-1.9893403,52.2499903)",The Lygon Arms
192452049,"(-1.9871513,52.2520781)",Rose and Crown
192504049,"(0.5322211,51.3794952)",The Little Crown
192504055,"(0.5298322,51.3805047)",White Lion
192540530,"(0.5285707,51.3923441)",The Royal Marine
192547600,"(0.5450934,51.3882524)",Britton Farmhouse
192653060,"(-1.6810265,53.5004959)",Waggon & Horses
194011322,"(-1.7759392,51.3494414)",The French Horn
194026442,"(0.1285715,52.2881321)",Waggon and Horses
194191787,"(-0.7920291,52.0781462)",The Greyhound
194220878,"(-3.5132359,54.4462173)",The White Mare
194220882,"(-3.5126238,54.4459822)",The Royal Oak
194249790,"(-0.1420041,51.4242687)",The Furzedown
194316483,"(-1.8564498,52.4732907)",Emerald Club
195819367,"(-2.3052408,53.42046)",The Temple Inn
195869136,"(-1.1084301,52.6404077)",The Charny
195869557,"(-1.1035316,52.6358727)",Rifle Butts
195933877,"(-0.9311289,52.9763534)",The Royal Oak
196004460,"(-2.0522543,52.3412569)",The Crabmill
196088627,"(-2.6743139,51.6429299)",Five Alls
196200906,"(-2.6725749,51.6444616)",Castle View Hotel
196200909,"(-2.6726475,51.6443113)",Chepstow Castle
196200986,"(-2.6732311,51.6441554)",Three Tuns
196200989,"(-2.6694615,51.6449029)",Boat Inn
196215041,"(-2.6716694,51.6455205)",Bridge Inn
196226763,"(-2.6765211,51.6412465)",White Lion
196226766,"(-2.6767681,51.6407472)",The George
196244232,"(-2.6775263,51.6411343)",Kings Head
196244262,"(-2.6777942,51.6415924)",Coach and Horses
196551901,"(-1.2017769,50.8710104)",The Miners Arms
196583472,"(1.1818141,51.0804895)",Stones
196583476,"(1.1817314,51.079492)",Pullman
196583479,"(1.1725197,51.0769524)",Harveys
197646077,"(-0.2007408,51.0535412)",The Red Lion
197704566,"(-1.7990348,50.8459924)",Fish Inn
197707169,"(-1.0985795,52.6373945)",Desi Junction
197707298,"(-1.0943255,52.6343585)",Treacey's
197707518,"(-1.1049465,52.6268391)",Coach & Horses
197739205,"(-1.143126,52.609087)",The Cricketers
197739216,"(-1.1386136,52.6334845)",Shakespeare's Head
197745360,"(-0.1459782,52.1858751)",Crown & Cushion
197752707,"(-1.2112977,51.943066)",The Fox and Hounds
198070904,"(-1.7574612,52.472201)",The Bell
198287816,"(-1.1898221,51.3249504)",George and Dragon
198299892,"(-1.1479731,51.3158198)",The White Hart
198848663,"(-0.2258313,51.1556589)",The Half Moon
198849748,"(-0.2241491,51.1554651)",The Rising Sun
198851305,"(-0.2200034,51.1548244)",The Greyhound
198888547,"(0.5087864,51.3522549)",The Tiger Moth
198914645,"(-0.2222199,52.6406862)",The Bull
198921844,"(0.2467366,51.6965126)",The Stag
199059655,"(-3.5304939,50.5242013)",The Church House Inn
199060133,"(-3.5510925,50.5410671)",Coombe Cellars Inn
199221501,"(-1.1290193,52.63666)",The Fountain
199244152,"(-1.1399519,52.6397476)",Glassey Gate
199260086,"(-1.1522346,52.6397819)",The Empire
199260134,"(-1.1481537,52.6378136)",The Tudor
199424108,"(-0.192186,51.1729016)",The Black Horse
199542572,"(-0.216769,51.4660919)",Bricklayer's Arms
199596809,"(-2.6181241,51.4928918)",Foresters Arms
199596814,"(-2.6185118,51.4940317)",The White Horse
199596818,"(-2.6167353,51.4910443)",Post Office Tavern
199596823,"(-2.614876,51.4936954)",The Victoria
199597168,"(-2.6157415,51.4927971)",The Mouse
199663310,"(-4.2785728,55.8722551)",The Old Schoolhouse
199756262,"(-4.2604041,55.7799243)",The White Cart
200868776,"(-0.1637844,51.1719322)",The Foresters
200869313,"(-0.1621014,51.1724279)",The Gatwick
200869778,"(-0.1700837,51.1743652)",The Air Balloon
200882793,"(-0.1641614,51.181952)",Chequers
201311426,"(-0.9965359,50.9133849)",The Red Lion
201355978,"(-1.0168555,50.8975266)",The Spotted Cow
201402098,"(-0.4297957,53.7511066)",The Springhead
201468310,"(-2.1241576,52.5868317)",Moon Under Water
201517458,"(-0.2456496,51.1464793)",Russ Hill Hotel
201787630,"(-1.0011529,50.9121076)",The Good Intent
201800377,"(-2.4878103,51.2833935)",Crossways Tavern
201802185,"(-2.4941198,51.2810414)",Kings Arms
201802256,"(-2.5152427,51.2785879)",Crown Inn
201968043,"(-3.3300589,54.5761068)",Kirkstile Inn
202922688,"(-3.9507091,51.614508)",The Glamorgan
202922778,"(-3.9521253,51.6140976)",The Seabeach
203121941,"(-0.1509486,51.5697832)",The Flask
203425069,"(-0.4254907,51.8506362)",The Halfmoon
203433965,"(-0.4324859,51.8551532)",The Frog & Rhubard
203522501,"(-0.4327347,53.7455104)",Red Lion
203978085,"(-3.4749758,51.2136088)",The Old Ship Aground
204034967,"(-1.7834855,53.6446089)",Commercial Hotel
204146047,"(-1.784041,53.6459588)",The Hart
205075732,"(0.1615887,51.0484494)",The Whitehill Tavern
205117823,"(0.3229735,50.8894952)",The Woolpack
205225934,"(-6.2456914,53.3809524)",The Viscount
205283321,"(-0.2125606,50.8850371)",The Devil's Dyke
205283337,"(-0.041229,50.865242)",Newmarket Inn
205283386,"(0.1381244,50.8398995)",The Barley Mow
205389989,"(-2.2348376,53.3237823)",The Coach and Four
205394017,"(-3.8321124,53.3249888)",The Palladium
205431554,"(-2.5958163,51.4916253)",The Beehive
205439382,"(-2.5036289,51.2604284)",The Redan Inn
205444278,"(-2.5388306,51.2595625)",The Old Down Inn
205445808,"(-2.5118783,51.2594999)",The Somerset Wagon
205551222,"(-0.3618661,51.4129433)",The Bell
206099964,"(-3.9984977,51.5737816)",Park Inn
206110252,"(-1.4943983,53.5595059)",Miners Rest
206110481,"(-1.4755583,53.559735)",Keel Inn and Motel
206119926,"(-1.1516945,52.9511251)",Salutation Inn
206127220,"(-1.1533624,52.9508154)",The Castle
206137747,"(-0.1727013,51.1799179)",The Bull
206138104,"(1.1599159,52.0617213)",The Woolpack
206144673,"(-0.3667075,51.4151049)",The World's End
206144923,"(-0.3697823,51.4158968)",The Railway Bell
206148697,"(-2.6268612,51.2125912)",The Brittania Inn
206186802,"(-0.3125988,51.4823133)",O'Briens
206190654,"(-1.5073025,53.4055487)",The Castle
206198179,"(-2.3153888,53.3182462)",Church Inn
206198180,"(-2.2995889,53.3052357)",The Frozen Mop
206199223,"(-4.8323858,52.0162518)",Llwyngwair Arms
206199244,"(-4.9759514,51.9938672)",The Farmer's Arms
206199258,"(-4.97616,51.993994)",The Royal Oak
206200078,"(-1.3827792,51.8131444)",Hand & Shears
206200133,"(-1.3169594,51.0631415)",O'Neill's
206200140,"(-1.3182943,51.0604254)",The Green Man
206305424,"(-0.0735996,51.4787054)",The Golden Lion
206305425,"(-0.0738062,51.4796002)",The Olde Apple Tree
206305426,"(-0.0712521,51.4796645)",Glengall Tavern
206305428,"(-0.0701616,51.477034)",The Globe
206339367,"(-1.5733519,53.0367064)",Black Swan
206339591,"(-1.6042789,53.0478236)",Barley Mow
206344266,"(-3.8303597,57.1838929)",The Old Bridge Inn
206348091,"(-0.1321916,51.3675107)",The Plough
206362316,"(-2.480514,51.2868876)",Mallards
206910746,"(-2.4835733,51.2852678)",White Hart Hotel
207135780,"(-0.6052398,51.2542042)",The Cricketers
207154685,"(-0.7216483,53.7071561)",Hope and Anchor
207154782,"(-0.8039747,53.7206535)",Bricklayers Arms
207538297,"(-0.2802386,51.9699733)",Green Man
207562109,"(-1.5218192,53.4111359)",Rose & Crown
207586692,"(-1.5148347,53.4105692)",Horse & Jockey
207594515,"(-1.1563751,51.357663)",The Ambassador Club
207628817,"(-0.7603435,53.7504734)",Rose and Crown
207682310,"(-3.9925857,50.5448354)",Prince of Wales
207711415,"(-1.1340646,51.3493123)",The New Inn
207715983,"(-1.5197557,53.4125823)",Sportsman Inn
208145050,"(-3.9462271,51.6155202)",Swansea Jack
208540624,"(-1.126143,52.9510721)",The Lord Nelson
209067396,"(-0.3619791,51.4136836)",The Jolly Coopers
210727143,"(-0.4683187,51.7993152)",Old Chequers
210735912,"(-0.5173354,51.8315782)",Red Lion
210788384,"(-0.3429773,51.6206279)",The Hare
210885932,"(-1.1515795,52.9538168)",Yates 
210985238,"(-0.6443088,53.7816581)",Black Swan
210985242,"(-0.6460966,53.7803764)",The White Hart
211614919,"(-2.1464115,52.5525401)",Barley Mow
212417579,"(-1.3707416,50.9326572)",The Hop Inn
212604832,"(-0.25461,51.3145862)",The Derby Arms
212955601,"(-1.2590877,51.7533483)",Three Goats Heads
213410612,"(-1.8530029,52.4773224)",Shannon's
213434643,"(-0.4802101,51.4571771)",The Swan
213434645,"(-0.4822108,51.4572131)",The Wheatsheaf
213434798,"(-0.4737189,51.4425872)",The Bulldog
213434808,"(-0.4393618,51.4509708)",The Bell on the Green
213434818,"(-0.4256922,51.4546097)",The Load of Hay
213458842,"(-2.6416245,51.211517)",Fountain Inn
213686196,"(-0.2257391,51.5197464)",The North Pole
213722056,"(-1.2015796,52.9616521)",The Beechdale
213784294,"(-0.0817746,51.5554686)",The Shakespeare
213845479,"(-2.0671099,52.2887377)",The Country Girl
214000792,"(-2.1040424,53.2983823)",Dog and Partridge
215164323,"(-0.3274667,51.6043659)",Duck in the Pond
215948690,"(-0.3476349,51.6204547)",The Case is Altered
215953193,"(-0.3395239,51.6044597)",The Weald Stone
216186522,"(-2.3998948,51.5954909)",The Buthay
216406483,"(-1.2300595,52.9644935)",The Pelican
216416757,"(-1.2388743,52.9719682)",Broad Oak
218793553,"(-3.1642345,52.3075955)",Hundred House Inn
218816269,"(-3.0494412,52.3440796)",The George and Dragon
218920733,"(-3.0477534,52.3441277)",Horse and Jockey
218920736,"(-3.0484875,52.3437065)",Norton Arms
218947058,"(-2.4986459,53.2616974)",Lion and the Railway PH
220933258,"(0.1293195,52.2934625)",Jolly Millers
221044799,"(-2.3886816,51.5371682)",The Boot
221092155,"(-0.0713113,52.2982227)",Crown and Pipes
221092168,"(-0.0721834,52.298162)",The George
221172882,"(-0.6578696,51.257323)",Duke of Normandy
221250363,"(0.0108281,51.5404863)",The Bay Tree
221347960,"(-1.3247014,51.401735)",Lock Stock & Barrel
221476685,"(-0.2243641,51.2641637)",The Sportsman
222081664,"(-1.4588817,53.3906116)",The East House
222255077,"(-2.3517486,53.4476755)",Boogie Lounge
224091435,"(0.009013,51.4654413)",The Railway
224091465,"(0.0076756,51.4667949)",O'Neill's
224091483,"(0.0071438,51.4665526)",The Crown
224091518,"(0.0104132,51.4694853)",The Princess of Wales
224133187,"(-0.39887,54.1414389)",Anvil Arms
224135195,"(-0.632748,54.2037123)",The Providence
224135576,"(-0.6568434,54.2354433)",Cayley Arms
224146215,"(-0.0131758,51.4687562)",Sydney Arms
224146236,"(-0.0151717,51.4729126)",The George and Dragon
224146287,"(-0.0202149,51.4738525)",Aman
224146302,"(-0.020867,51.474679)",The Greenwhich Inn
224146319,"(-0.0168179,51.4768246)",The North Pole
224146351,"(-0.0149545,51.4743549)",The Guildford
224146362,"(0.0037644,51.4680186)",The Hare and Billet
224155597,"(-1.9657616,53.7093339)",Travellers Rest
224193436,"(-1.9423373,53.7058028)",The Rushcart
224241424,"(-0.7176956,54.2365011)",The Hall
224241516,"(-0.7220663,54.2362553)",New Inn
224241619,"(-0.7217595,54.2363923)",Buck Hotel
224241831,"(-0.7745149,54.2435559)",Royal Oak
224242166,"(-0.6919885,54.3381467)",Saltersgate Inn (being rennovated)
224352824,"(-1.9366146,53.7059403)",Church Style Inn
224355800,"(-4.1315458,51.1798472)",Cook Island
224356346,"(-4.1345939,51.1553743)",Foxhunters Inn
224378791,"(-0.8414411,54.2901616)",The New Inn
224473117,"(-0.5728332,54.1791147)",The Snooty Fox
224474059,"(-2.8266673,53.2348963)",Nag's Head
224474066,"(-2.827824,53.2316787)",Shewsbury Arms
224484085,"(-2.8177891,53.1813597)",The Plough
224672170,"(-1.1649328,51.356849)",The Cricketers
224685776,"(-1.4565773,53.3919673)",Staffordshire Arms
224685815,"(-1.4561329,53.3927509)",Royal Oak
224685825,"(-1.4560262,53.3931039)",Gower Arms
224685835,"(-1.4553873,53.3931203)",Grapes Inn
